user_id,name,email,phone,signup_date,platform,city,user_type
U00025,Arjun Tiwari,arjun.tiwari25@zaikanow.in,+917138409539,2023-09-14,ios,hyderabad,casual
U00026,Anika Mukherjee,anika.mukherjee26@zaikanow.in,+919062092518,2023-11-09,android,mumbai,casual
U00027,Nitya Desai,nitya.desai27@zaikanow.in,+917939118223,2025-03-15,android,chennai,casual
U00028,Reyansh Chopra,reyansh.chopra28@zaikanow.in,+918527331058,2023-12-24,android,bengaluru,returning
U00029,Saanvi Sharma,saanvi.sharma29@zaikanow.in,+919692105921,2023-02-18,android,bengaluru,new
U00030,Karthik Nair,karthik.nair30@zaikanow.in,+919106775595,2023-07-25,android,delhi_ncr,casual
U00031,Manya Shetty,manya.shetty31@zaikanow.in,+916817804383,2024-09-24,android,delhi_ncr,casual
U00032,Ishaan Iyer,ishaan.iyer32@zaikanow.in,+918892078691,2023-03-26,android,hyderabad,casual
U00033,Ritika Iyer,ritika.iyer33@zaikanow.in,+917067970820,2023-06-19,android,bengaluru,returning
U00034,Aadhya Yadav,aadhya.yadav34@zaikanow.in,+917072910527,2024-12-19,ios,delhi_ncr,new
U00035,Anjali Nair,anjali.nair35@zaikanow.in,+918800940984,2023-03-20,web,mumbai,returning
U00036,Ishita Sharma,ishita.sharma36@zaikanow.in,+917745535098,2023-09-16,web,chennai,returning
U00037,Riya Malhotra,riya.malhotra37@zaikanow.in,+916009257255,2024-08-11,android,bengaluru,new
U00038,Akash Bansal,akash.bansal38@zaikanow.in,+916664847319,2025-01-26,android,chennai,casual
U00039,Aadhya Mishra,aadhya.mishra39@zaikanow.in,+919212530587,2023-04-05,ios,bengaluru,returning
U00040,Rahul Reddy,rahul.reddy40@zaikanow.in,+916244295904,2023-09-02,android,bengaluru,power
U00041,Sneha Rao,sneha.rao41@zaikanow.in,+917734202799,2024-01-01,ios,pune,new
U00042,Reyansh Shetty,reyansh.shetty42@zaikanow.in,+918823396242,2024-10-13,android,mumbai,returning
U00043,Nandini Shetty,nandini.shetty43@zaikanow.in,+917025148381,2024-05-03,web,delhi_ncr,new
U00044,Kiara Desai,kiara.desai44@zaikanow.in,+916040009587,2023-04-23,android,bengaluru,casual
U00045,Neha Thakur,neha.thakur45@zaikanow.in,+918172758220,2023-11-28,web,chennai,new
U00046,Kiara Agarwal,kiara.agarwal46@zaikanow.in,+917224011538,2024-07-28,web,chennai,power
U00047,Ananya Pandey,ananya.pandey47@zaikanow.in,+918868450609,2023-01-13,android,pune,returning
U00048,Vikram Kamble,vikram.kamble48@zaikanow.in,+917135872495,2023-07-28,android,mumbai,power
U00049,Reyansh Iyer,reyansh.iyer49@zaikanow.in,+919082120871,2023-11-24,ios,hyderabad,casual
U00050,Karthik Singh,karthik.singh50@zaikanow.in,+919888390599,2024-01-26,web,hyderabad,casual
U00051,Ritesh Reddy,ritesh.reddy51@zaikanow.in,+917432614422,2023-01-06,android,bengaluru,new
U00052,Priya Agarwal,priya.agarwal52@zaikanow.in,+918409076656,2024-10-26,android,delhi_ncr,returning
U00053,Aarav Gupta,aarav.gupta53@zaikanow.in,+919584558315,2023-02-25,web,bengaluru,power
U00054,Pranav Das,pranav.das54@zaikanow.in,+919861096073,2024-07-20,android,delhi_ncr,new
U00055,Manya Patel,manya.patel55@zaikanow.in,+917519038154,2023-06-09,android,pune,new
U00056,Priya Kamble,priya.kamble56@zaikanow.in,+919976125337,2023-08-29,android,pune,returning
U00057,Manya Chopra,manya.chopra57@zaikanow.in,+916106456634,2024-10-02,web,pune,returning
U00058,Diya Saxena,diya.saxena58@zaikanow.in,+917145921803,2024-01-21,android,pune,returning
U00059,Ananya Iyer,ananya.iyer59@zaikanow.in,+919507212752,2023-11-07,ios,mumbai,casual
U00060,Ritesh Choudhary,ritesh.choudhary60@zaikanow.in,+916101637979,2023-12-13,web,mumbai,power
U00061,Sakshi Yadav,sakshi.yadav61@zaikanow.in,+917508161137,2024-03-09,android,mumbai,new
U00062,Ritika Jain,ritika.jain62@zaikanow.in,+916495389030,2023-02-12,web,mumbai,casual
U00063,Surya Bansal,surya.bansal63@zaikanow.in,+918562254028,2023-06-18,web,bengaluru,new
U00064,Harsh Ghosh,harsh.ghosh64@zaikanow.in,+916496694873,2025-03-05,android,hyderabad,returning
U00065,Akash Shetty,akash.shetty65@zaikanow.in,+919975315062,2025-03-18,ios,bengaluru,casual
U00066,Ayesha Tiwari,ayesha.tiwari66@zaikanow.in,+917564319318,2023-11-03,web,hyderabad,returning
U00067,Harsh Nair,harsh.nair67@zaikanow.in,+919091320992,2023-07-13,web,chennai,returning
U00068,Bhavna Pillai,bhavna.pillai68@zaikanow.in,+918381183483,2024-04-04,android,delhi_ncr,casual
U00069,Krishna Yadav,krishna.yadav69@zaikanow.in,+918643616431,2023-09-28,web,mumbai,returning
U00070,Aarti Pillai,aarti.pillai70@zaikanow.in,+917846355528,2023-11-23,web,mumbai,casual
U00071,Deepak Das,deepak.das71@zaikanow.in,+918195475598,2023-11-28,android,delhi_ncr,casual
U00072,Pooja Kulkarni,pooja.kulkarni72@zaikanow.in,+916401094954,2024-06-04,android,hyderabad,returning
U00073,Vikram Chopra,vikram.chopra73@zaikanow.in,+916198486416,2023-02-07,android,hyderabad,new
U00074,Ira Malhotra,ira.malhotra74@zaikanow.in,+919085272193,2023-10-30,android,delhi_ncr,casual
U00075,Divya Banerjee,divya.banerjee75@zaikanow.in,+919833944737,2023-01-09,android,delhi_ncr,returning
U00076,Arvind Iyer,arvind.iyer76@zaikanow.in,+917995226582,2025-03-15,android,hyderabad,returning
U00077,Vihaan Kamble,vihaan.kamble77@zaikanow.in,+918867224513,2024-12-22,web,mumbai,casual
U00078,Anika Kamble,anika.kamble78@zaikanow.in,+917832837596,2025-02-23,web,delhi_ncr,power
U00079,Shreya Kamble,shreya.kamble79@zaikanow.in,+917113219231,2024-11-30,ios,mumbai,power
U00080,Arvind Chopra,arvind.chopra80@zaikanow.in,+918691864041,2025-01-22,android,pune,returning
U00081,Ira Kapoor,ira.kapoor81@zaikanow.in,+917373142116,2024-06-05,android,mumbai,new
U00082,Bhavna Tiwari,bhavna.tiwari82@zaikanow.in,+919034047118,2023-08-26,ios,bengaluru,casual
U00083,Mira Nair,mira.nair83@zaikanow.in,+916888346940,2023-04-07,android,mumbai,casual
U00084,Shreya Bhatt,shreya.bhatt84@zaikanow.in,+919679636056,2023-01-31,android,mumbai,power
U00085,Surya Shetty,surya.shetty85@zaikanow.in,+919665531029,2024-08-28,ios,mumbai,casual
U00086,Bhavna Bhatt,bhavna.bhatt86@zaikanow.in,+918096929657,2023-12-09,android,delhi_ncr,returning
U00087,Saanvi Kapoor,saanvi.kapoor87@zaikanow.in,+919110335359,2024-09-20,ios,mumbai,casual
U00088,Ananya Choudhary,ananya.choudhary88@zaikanow.in,+918542160120,2024-09-04,web,chennai,casual
U00089,Aarti Verma,aarti.verma89@zaikanow.in,+916215970859,2023-10-10,android,bengaluru,power
U00090,Kiara Banerjee,kiara.banerjee90@zaikanow.in,+917195103064,2024-08-11,android,mumbai,casual
U00091,Arvind Bhatt,arvind.bhatt91@zaikanow.in,+917503068227,2023-03-22,ios,mumbai,new
U00092,Saanvi Nair,saanvi.nair92@zaikanow.in,+916856247605,2024-01-20,android,pune,returning
U00093,Shreya Verma,shreya.verma93@zaikanow.in,+918422230882,2023-06-27,android,delhi_ncr,casual
U00094,Mira Choudhary,mira.choudhary94@zaikanow.in,+919340590688,2023-06-27,android,hyderabad,new
U00095,Vikram Kulkarni,vikram.kulkarni95@zaikanow.in,+918473028098,2024-04-29,ios,chennai,new
U00096,Abhishek Banerjee,abhishek.banerjee96@zaikanow.in,+916437662764,2024-01-13,android,mumbai,new
U00097,Divya Pillai,divya.pillai97@zaikanow.in,+917491228808,2023-03-05,android,pune,new
U00098,Ishita Trivedi,ishita.trivedi98@zaikanow.in,+919648899533,2023-01-20,ios,hyderabad,returning
U00099,Siddharth Sethi,siddharth.sethi99@zaikanow.in,+919037867512,2024-12-15,web,bengaluru,returning
U00100,Rohan Trivedi,rohan.trivedi100@zaikanow.in,+917996617659,2025-01-21,android,bengaluru,returning
U00101,Harsh Das,harsh.das101@zaikanow.in,+917197987692,2023-05-15,web,mumbai,returning
U00102,Surya Pandey,surya.pandey102@zaikanow.in,+917444812497,2024-08-11,android,mumbai,returning
U00103,Vivaan Sethi,vivaan.sethi103@zaikanow.in,+917461744198,2024-02-06,android,pune,new
U00104,Myra Mukherjee,myra.mukherjee104@zaikanow.in,+916367704871,2023-10-24,android,hyderabad,new
U00105,Ira Bhatt,ira.bhatt105@zaikanow.in,+917924895021,2025-02-01,android,delhi_ncr,returning
U00106,Deepak Verma,deepak.verma106@zaikanow.in,+918851686578,2024-04-20,android,bengaluru,returning
U00107,Nandini Bose,nandini.bose107@zaikanow.in,+917511014697,2024-05-28,android,delhi_ncr,casual
U00108,Divya Choudhary,divya.choudhary108@zaikanow.in,+917355268102,2023-10-27,android,mumbai,new
U00109,Reyansh Tiwari,reyansh.tiwari109@zaikanow.in,+917187556862,2025-01-22,android,chennai,new
U00110,Preeti Das,preeti.das110@zaikanow.in,+919576111591,2023-06-06,android,chennai,casual
U00111,Aadhya Mishra,aadhya.mishra111@zaikanow.in,+917178158203,2023-07-16,ios,bengaluru,new
U00112,Aditya Reddy,aditya.reddy112@zaikanow.in,+916440610570,2025-02-01,android,delhi_ncr,new
U00113,Anjali Sharma,anjali.sharma113@zaikanow.in,+916220661337,2023-10-14,android,delhi_ncr,casual
U00114,Kiara Malhotra,kiara.malhotra114@zaikanow.in,+916651662547,2023-03-25,ios,bengaluru,casual
U00115,Rohan Shetty,rohan.shetty115@zaikanow.in,+918604114475,2024-10-08,ios,chennai,new
U00116,Meera Thakur,meera.thakur116@zaikanow.in,+917277121963,2024-11-18,android,bengaluru,casual
U00117,Anjali Das,anjali.das117@zaikanow.in,+919275930923,2023-06-04,android,chennai,returning
U00118,Mira Singh,mira.singh118@zaikanow.in,+916672302490,2023-04-27,ios,mumbai,new
U00119,Aarav Bhatt,aarav.bhatt119@zaikanow.in,+917237401063,2023-12-26,android,delhi_ncr,casual
U00120,Manav Mishra,manav.mishra120@zaikanow.in,+919383695608,2024-02-15,android,hyderabad,returning
U00121,Deepak Das,deepak.das121@zaikanow.in,+918781569954,2023-12-16,web,hyderabad,casual
U00122,Rohan Kapoor,rohan.kapoor122@zaikanow.in,+918555694670,2024-04-22,ios,pune,new
U00123,Lakshmi Shetty,lakshmi.shetty123@zaikanow.in,+919005333281,2024-04-17,android,chennai,casual
U00124,Nikhil Kapoor,nikhil.kapoor124@zaikanow.in,+919820042236,2023-03-03,android,delhi_ncr,new
U00125,Harsh Menon,harsh.menon125@zaikanow.in,+919284620817,2023-02-02,ios,delhi_ncr,new
U00126,Abhishek Kapoor,abhishek.kapoor126@zaikanow.in,+918798211967,2025-03-17,android,delhi_ncr,new
U00127,Yash Kapoor,yash.kapoor127@zaikanow.in,+916391883149,2025-02-02,android,bengaluru,returning
U00128,Pooja Ghosh,pooja.ghosh128@zaikanow.in,+917416495962,2023-09-07,android,mumbai,new
U00129,Siddharth Sethi,siddharth.sethi129@zaikanow.in,+917953462417,2023-02-27,web,mumbai,returning
U00130,Sai Menon,sai.menon130@zaikanow.in,+919543035341,2025-03-10,ios,mumbai,returning
U00131,Aarav Tiwari,aarav.tiwari131@zaikanow.in,+918686110098,2025-02-13,ios,delhi_ncr,casual
U00132,Yash Reddy,yash.reddy132@zaikanow.in,+919783207393,2024-11-11,android,bengaluru,power
U00133,Divya Sethi,divya.sethi133@zaikanow.in,+919048494026,2024-01-07,web,bengaluru,returning
U00134,Ananya Pillai,ananya.pillai134@zaikanow.in,+917981903597,2023-06-26,android,delhi_ncr,new
U00135,Reyansh Mehta,reyansh.mehta135@zaikanow.in,+917784517419,2024-02-29,android,delhi_ncr,casual
U00136,Shreya Malhotra,shreya.malhotra136@zaikanow.in,+916818665301,2024-08-18,android,chennai,returning
U00137,Ritesh Mukherjee,ritesh.mukherjee137@zaikanow.in,+919318614428,2024-03-05,web,delhi_ncr,power
U00138,Deepak Bhatt,deepak.bhatt138@zaikanow.in,+917214784185,2023-01-04,android,mumbai,new
U00139,Preeti Pillai,preeti.pillai139@zaikanow.in,+917917906456,2023-08-19,android,pune,returning
U00140,Ishita Malhotra,ishita.malhotra140@zaikanow.in,+917382023198,2024-12-08,android,mumbai,casual
U00141,Anjali Yadav,anjali.yadav141@zaikanow.in,+916187463722,2024-09-30,android,chennai,casual
U00142,Rahul Malhotra,rahul.malhotra142@zaikanow.in,+918127420335,2023-08-25,web,hyderabad,casual
U00143,Aditya Agarwal,aditya.agarwal143@zaikanow.in,+916428258482,2024-11-14,android,delhi_ncr,power
U00144,Anika Choudhary,anika.choudhary144@zaikanow.in,+916321384892,2023-08-28,ios,bengaluru,power
U00145,Pooja Bansal,pooja.bansal145@zaikanow.in,+919660778145,2024-05-25,android,mumbai,returning
U00146,Abhishek Tiwari,abhishek.tiwari146@zaikanow.in,+919746856528,2025-01-28,android,mumbai,returning
U00147,Ishita Patel,ishita.patel147@zaikanow.in,+916977046129,2024-03-22,android,delhi_ncr,returning
U00148,Lakshmi Rao,lakshmi.rao148@zaikanow.in,+917905584866,2023-06-06,ios,mumbai,returning
U00149,Ananya Pillai,ananya.pillai149@zaikanow.in,+917539588337,2024-03-31,ios,chennai,returning
U00150,Pranav Trivedi,pranav.trivedi150@zaikanow.in,+916730074215,2023-10-07,android,bengaluru,returning
U00151,Diya Rao,diya.rao151@zaikanow.in,+919920570781,2025-02-12,android,delhi_ncr,returning
U00152,Nandini Mehta,nandini.mehta152@zaikanow.in,+919860782736,2023-01-15,android,bengaluru,casual
U00153,Ayesha Choudhary,ayesha.choudhary153@zaikanow.in,+917484193033,2024-11-17,android,chennai,new
U00154,Nandini Pillai,nandini.pillai154@zaikanow.in,+916855630484,2024-04-14,android,delhi_ncr,new
U00155,Akash Malhotra,akash.malhotra155@zaikanow.in,+919003380792,2024-04-04,android,bengaluru,casual
U00156,Kavya Verma,kavya.verma156@zaikanow.in,+919911070030,2023-03-18,android,chennai,new
U00157,Meera Sethi,meera.sethi157@zaikanow.in,+918607324296,2023-12-24,web,pune,returning
U00158,Ayesha Ghosh,ayesha.ghosh158@zaikanow.in,+918698305085,2023-08-01,android,bengaluru,new
U00159,Ishaan Patel,ishaan.patel159@zaikanow.in,+916387119894,2023-07-24,android,mumbai,returning
U00160,Ritesh Mishra,ritesh.mishra160@zaikanow.in,+918279993598,2024-07-22,android,mumbai,new
U00161,Sneha Kapoor,sneha.kapoor161@zaikanow.in,+919463841709,2025-01-18,android,pune,returning
U00162,Kavya Saxena,kavya.saxena162@zaikanow.in,+919694275735,2023-12-17,android,pune,new
U00163,Abhishek Desai,abhishek.desai163@zaikanow.in,+916059780189,2024-09-04,web,chennai,casual
U00164,Kiara Tiwari,kiara.tiwari164@zaikanow.in,+918510666490,2024-02-12,android,bengaluru,returning
U00165,Akash Bose,akash.bose165@zaikanow.in,+919930994199,2024-05-24,android,bengaluru,new
U00166,Tanvi Khan,tanvi.khan166@zaikanow.in,+918788462200,2024-04-14,android,hyderabad,casual
U00167,Siddharth Gupta,siddharth.gupta167@zaikanow.in,+916498733671,2025-02-04,web,bengaluru,casual
U00168,Ishaan Chopra,ishaan.chopra168@zaikanow.in,+918522607583,2024-10-13,ios,pune,casual
U00169,Lakshmi Mehta,lakshmi.mehta169@zaikanow.in,+917201474778,2024-09-25,android,pune,returning
U00170,Aditya Bose,aditya.bose170@zaikanow.in,+916426724858,2024-07-17,android,bengaluru,new
U00171,Abhishek Bose,abhishek.bose171@zaikanow.in,+917184901787,2024-09-10,web,delhi_ncr,casual
U00172,Aadhya Gupta,aadhya.gupta172@zaikanow.in,+918756099698,2023-11-26,web,chennai,new
U00173,Aman Mukherjee,aman.mukherjee173@zaikanow.in,+919380045208,2023-07-15,ios,chennai,casual
U00174,Aarti Singh,aarti.singh174@zaikanow.in,+919492035954,2023-12-02,android,bengaluru,new
U00175,Anjali Khan,anjali.khan175@zaikanow.in,+917190886387,2023-01-05,ios,mumbai,power
U00176,Madhav Mehta,madhav.mehta176@zaikanow.in,+918839220941,2023-06-20,android,chennai,returning
U00177,Anjali Verma,anjali.verma177@zaikanow.in,+916067779246,2024-05-17,android,bengaluru,returning
U00178,Diya Bansal,diya.bansal178@zaikanow.in,+918045460840,2023-04-09,android,bengaluru,casual
U00179,Yash Bose,yash.bose179@zaikanow.in,+919123484878,2023-03-09,ios,delhi_ncr,casual
U00180,Deepak Dubey,deepak.dubey180@zaikanow.in,+919639119547,2025-01-14,android,mumbai,new
U00181,Nikhil Trivedi,nikhil.trivedi181@zaikanow.in,+919862321353,2023-04-25,android,hyderabad,power
U00182,Sai Menon,sai.menon182@zaikanow.in,+917635971911,2024-05-20,ios,delhi_ncr,new
U00183,Meera Dubey,meera.dubey183@zaikanow.in,+919662716909,2023-06-27,android,mumbai,casual
U00184,Ritika Kamble,ritika.kamble184@zaikanow.in,+917777315761,2023-12-21,android,hyderabad,casual
U00185,Karthik Choudhary,karthik.choudhary185@zaikanow.in,+918856616537,2024-04-30,android,mumbai,casual
U00186,Kiara Bose,kiara.bose186@zaikanow.in,+919572433066,2023-05-22,android,chennai,casual
U00187,Sai Rao,sai.rao187@zaikanow.in,+918389594115,2023-07-22,android,mumbai,casual
U00188,Vihaan Das,vihaan.das188@zaikanow.in,+917518692176,2024-09-30,android,chennai,returning
U00189,Anjali Trivedi,anjali.trivedi189@zaikanow.in,+917510308881,2024-04-30,android,pune,power
U00190,Ishaan Shetty,ishaan.shetty190@zaikanow.in,+917503728142,2023-06-18,ios,delhi_ncr,casual
U00191,Madhav Kamble,madhav.kamble191@zaikanow.in,+919629913789,2024-10-28,android,mumbai,returning
U00192,Shruti Thakur,shruti.thakur192@zaikanow.in,+916124352982,2024-02-20,android,delhi_ncr,new
U00193,Diya Kapoor,diya.kapoor193@zaikanow.in,+916779130936,2023-01-10,android,hyderabad,casual
U00194,Anjali Mehta,anjali.mehta194@zaikanow.in,+916394096254,2023-02-17,android,delhi_ncr,new
U00195,Lakshmi Dubey,lakshmi.dubey195@zaikanow.in,+917338472296,2024-07-28,android,bengaluru,casual
U00196,Preeti Menon,preeti.menon196@zaikanow.in,+916668210614,2023-03-23,android,hyderabad,new
U00197,Ananya Thakur,ananya.thakur197@zaikanow.in,+918085901151,2024-10-20,ios,bengaluru,casual
U00198,Meera Pandey,meera.pandey198@zaikanow.in,+917846465000,2024-06-20,android,mumbai,casual
U00199,Reyansh Mishra,reyansh.mishra199@zaikanow.in,+916195066088,2024-04-24,android,hyderabad,casual
U00200,Saanvi Desai,saanvi.desai200@zaikanow.in,+919295741120,2023-11-25,ios,chennai,new
U00201,Krishna Bansal,krishna.bansal201@zaikanow.in,+916754603440,2024-10-30,ios,mumbai,casual
U00202,Krishna Banerjee,krishna.banerjee202@zaikanow.in,+916309561891,2024-07-04,android,delhi_ncr,returning
U00203,Nikhil Patel,nikhil.patel203@zaikanow.in,+918472866768,2024-05-01,android,mumbai,new
U00204,Harsh Shetty,harsh.shetty204@zaikanow.in,+916089578218,2024-09-21,android,mumbai,casual
U00205,Rahul Kulkarni,rahul.kulkarni205@zaikanow.in,+916378514962,2024-07-16,android,pune,returning
U00206,Harsh Iyer,harsh.iyer206@zaikanow.in,+919738873895,2024-09-06,android,mumbai,casual
U00207,Nitya Saxena,nitya.saxena207@zaikanow.in,+918278930366,2023-06-27,android,bengaluru,new
U00208,Sneha Yadav,sneha.yadav208@zaikanow.in,+917014766981,2023-08-18,android,chennai,returning
U00209,Ishaan Mehta,ishaan.mehta209@zaikanow.in,+916760836806,2023-04-28,ios,mumbai,new
U00210,Priya Sethi,priya.sethi210@zaikanow.in,+919711912062,2024-05-17,android,delhi_ncr,returning
U00211,Aman Menon,aman.menon211@zaikanow.in,+919420209944,2024-04-15,ios,bengaluru,casual
U00212,Myra Das,myra.das212@zaikanow.in,+916161521910,2024-12-03,android,bengaluru,casual
U00213,Vihaan Bose,vihaan.bose213@zaikanow.in,+918641440900,2023-05-21,ios,pune,power
U00214,Meera Jain,meera.jain214@zaikanow.in,+917931591531,2023-03-05,android,mumbai,power
U00215,Ritesh Shetty,ritesh.shetty215@zaikanow.in,+916265745534,2023-08-23,android,hyderabad,casual
U00216,Yash Iyer,yash.iyer216@zaikanow.in,+918167021467,2023-05-12,web,pune,power
U00217,Ritika Joshi,ritika.joshi217@zaikanow.in,+917562929828,2023-09-04,android,bengaluru,power
U00218,Pranav Mishra,pranav.mishra218@zaikanow.in,+919389703852,2023-03-23,android,mumbai,returning
U00219,Aman Saxena,aman.saxena219@zaikanow.in,+917082313657,2024-03-17,ios,bengaluru,returning
U00220,Preeti Mukherjee,preeti.mukherjee220@zaikanow.in,+919937396035,2023-08-08,android,pune,returning
U00221,Varun Pillai,varun.pillai221@zaikanow.in,+917329644079,2023-05-12,android,chennai,casual
U00222,Shruti Banerjee,shruti.banerjee222@zaikanow.in,+918774655465,2023-05-26,android,hyderabad,new
U00223,Sakshi Trivedi,sakshi.trivedi223@zaikanow.in,+917467729242,2023-11-29,ios,delhi_ncr,casual
U00224,Priya Sethi,priya.sethi224@zaikanow.in,+919626792293,2024-04-04,web,bengaluru,new
U00225,Deepak Iyer,deepak.iyer225@zaikanow.in,+918842964443,2023-02-28,android,delhi_ncr,returning
U00226,Karthik Thakur,karthik.thakur226@zaikanow.in,+919097457395,2023-09-15,android,bengaluru,new
U00227,Yash Patel,yash.patel227@zaikanow.in,+918622487366,2024-11-21,android,mumbai,new
U00228,Kavya Pandey,kavya.pandey228@zaikanow.in,+919882540201,2024-12-29,android,bengaluru,power
U00229,Shreya Yadav,shreya.yadav229@zaikanow.in,+919304713421,2024-12-18,web,mumbai,power
U00230,Kavya Banerjee,kavya.banerjee230@zaikanow.in,+919441382168,2023-11-07,android,delhi_ncr,new
U00231,Meera Agarwal,meera.agarwal231@zaikanow.in,+918381734362,2024-07-30,ios,pune,casual
U00232,Manya Iyer,manya.iyer232@zaikanow.in,+919277561834,2023-05-11,android,hyderabad,new
U00233,Ananya Kapoor,ananya.kapoor233@zaikanow.in,+919910589015,2023-05-23,android,mumbai,returning
U00234,Saanvi Pandey,saanvi.pandey234@zaikanow.in,+918156104136,2024-09-07,web,pune,casual
U00235,Pranav Chopra,pranav.chopra235@zaikanow.in,+919997866845,2024-05-10,ios,mumbai,new
U00236,Ishaan Saxena,ishaan.saxena236@zaikanow.in,+918989606411,2025-01-03,ios,pune,casual
U00237,Shreya Agarwal,shreya.agarwal237@zaikanow.in,+916081621076,2023-05-04,android,hyderabad,returning
U00238,Kiara Singh,kiara.singh238@zaikanow.in,+916477543926,2024-10-19,android,pune,returning
U00239,Priya Mishra,priya.mishra239@zaikanow.in,+916269754673,2024-12-11,ios,bengaluru,new
U00240,Reyansh Sethi,reyansh.sethi240@zaikanow.in,+919086124402,2024-01-11,ios,delhi_ncr,casual
U00241,Rohan Mishra,rohan.mishra241@zaikanow.in,+916804507108,2024-10-09,android,mumbai,new
U00242,Sakshi Rao,sakshi.rao242@zaikanow.in,+919377615237,2025-02-27,android,delhi_ncr,power
U00243,Sneha Kamble,sneha.kamble243@zaikanow.in,+917603321558,2024-08-23,web,bengaluru,new
U00244,Kiara Verma,kiara.verma244@zaikanow.in,+919313573165,2023-06-11,ios,mumbai,new
U00245,Nandini Saxena,nandini.saxena245@zaikanow.in,+919566470640,2023-09-29,android,bengaluru,casual
U00246,Priya Choudhary,priya.choudhary246@zaikanow.in,+916271014739,2023-07-29,android,chennai,new
U00247,Manav Choudhary,manav.choudhary247@zaikanow.in,+917355473709,2023-03-07,android,bengaluru,returning
U00248,Manya Pillai,manya.pillai248@zaikanow.in,+916157284993,2024-01-29,web,delhi_ncr,casual
U00249,Arvind Yadav,arvind.yadav249@zaikanow.in,+917173456409,2024-05-30,web,mumbai,new
U00250,Reyansh Bose,reyansh.bose250@zaikanow.in,+917456151216,2024-08-23,android,mumbai,casual
U00251,Diya Sethi,diya.sethi251@zaikanow.in,+919440904834,2024-02-19,android,hyderabad,returning
U00252,Sai Trivedi,sai.trivedi252@zaikanow.in,+917379592595,2024-04-01,android,bengaluru,returning
U00253,Ishaan Rao,ishaan.rao253@zaikanow.in,+916715733827,2024-10-23,android,mumbai,casual
U00254,Divya Pandey,divya.pandey254@zaikanow.in,+918640766997,2024-07-01,ios,mumbai,power
U00255,Harsh Kapoor,harsh.kapoor255@zaikanow.in,+917560409439,2024-09-23,android,delhi_ncr,new
U00256,Sneha Kulkarni,sneha.kulkarni256@zaikanow.in,+916149460439,2024-11-11,ios,chennai,returning
U00257,Krishna Nair,krishna.nair257@zaikanow.in,+918598862507,2023-02-20,android,bengaluru,casual
U00258,Rohan Pandey,rohan.pandey258@zaikanow.in,+918274012889,2023-08-02,android,chennai,returning
U00259,Pranav Desai,pranav.desai259@zaikanow.in,+919159699467,2023-02-10,android,mumbai,power
U00260,Diya Sethi,diya.sethi260@zaikanow.in,+919023819391,2024-02-09,web,delhi_ncr,new
U00261,Yash Singh,yash.singh261@zaikanow.in,+916859759428,2025-02-02,android,chennai,power
